,measure,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source,source_ord
26262,26262,2007,11.0,commercial,547.0,7,203.0,1,1979,11.5,19.5,25.3,1149.21,oil,3
26263,26263,2009,4.0,factory,452.0,5,-7.0,2,1939,22.1,27.8,34.0,829.22,elec,1
26264,26264,2008,3.0,education,473.0,2,337.0,5,1995,17.8,23.7,32.7,3321.6,elec,1
26265,26265,2012,7.0,commercial,367.0,2,-7.0,6,1974,24.6,31.0,35.9,2207.59,gas,2
26266,26266,2011,11.0,education,608.0,1,203.0,6,1950,10.4,18.9,26.8,5768.85,oil,3
26267,26267,2014,9.0,residential,2730.0,1,-7.0,17,1973,19.9,25.9,33.5,49120.34,elec,1
26268,26268,2014,10.0,residential,239.0,5,37.0,18,1998,16.6,22.9,28.9,3747.73,oil,3
26269,26269,2008,8.0,residential,244.0,6,117.0,23,1994,20.1,29.4,35.1,2192.05,gas,2
26270,26270,2013,6.0,commercial,877.0,2,55.0,2,1984,26.5,30.6,35.0,3327.83,elec,1
26271,26271,2013,7.0,education,480.0,4,51.0,2,1951,25.9,31.8,37.8,943.49,oil,3
26272,26272,2010,7.0,residential,486.0,2,-7.0,17,2006,22.6,30.0,36.7,9160.91,elec,1
26273,26273,2010,12.0,commercial,941.0,3,117.0,4,1954,10.0,15.5,22.6,5842.93,elec,1
26274,26274,2011,2.0,education,1919.0,3,37.0,6,1962,14.2,19.2,25.8,11838.23,elec,1
26275,26275,2008,7.0,education,429.0,5,37.0,5,1994,24.1,29.7,37.5,3016.93,elec,1
26276,26276,2014,7.0,factory,1272.0,2,19.0,3,1922,25.6,30.0,36.9,1951.88,gas,2
26277,26277,2005,3.0,commercial,290.0,2,51.0,4,2003,17.7,22.9,27.9,2300.88,elec,1
26278,26278,2009,10.0,office,529.0,2,117.0,26,1989,18.5,24.1,32.4,12967.45,oil,3
26279,26279,2011,8.0,commercial,312.0,4,172.0,3,1959,22.9,29.0,34.9,934.32,gas,2
26280,26280,2005,11.0,factory,218.0,4,37.0,6,1990,14.6,19.5,25.7,669.04,gas,2
26281,26281,2012,9.0,commercial,547.0,2,172.0,1,1923,17.8,26.3,34.2,548.39,gas,2
26282,26282,2005,11.0,commercial,429.0,8,51.0,1,1963,15.1,19.8,25.6,546.98,oil,3
26283,26283,2008,9.0,education,351.0,6,117.0,1,1979,18.0,26.8,33.1,274.2,gas,2
26284,26284,2010,1.0,office,813.0,8,-7.0,20,2000,9.3,14.9,19.7,7984.31,gas,2
26285,26285,2011,2.0,office,249.0,6,337.0,3,1940,12.9,19.5,24.3,962.14,elec,1
26286,26286,2007,9.0,commercial,932.0,5,117.0,6,1958,23.1,27.4,34.2,7101.19,gas,2
26287,26287,2011,7.0,commercial,551.0,1,203.0,3,1927,23.8,29.7,35.3,2256.35,oil,3
26288,26288,2007,2.0,office,741.0,2,55.0,9,2004,14.3,18.7,23.2,8007.08,oil,3
26289,26289,2008,6.0,education,337.0,8,203.0,1,1940,24.4,30.2,,225.66,gas,2
26290,26290,2011,3.0,education,243.0,8,19.0,6,1991,17.3,23.0,28.2,1979.15,elec,1
26291,26291,2007,7.0,factory,953.0,2,-7.0,1,1982,22.4,30.3,35.5,438.71,gas,2
26292,26292,2014,1.0,office,943.0,8,37.0,7,1925,7.7,15.2,22.7,7840.4,elec,1
26293,26293,2011,10.0,commercial,844.0,3,-7.0,2,1996,15.7,23.0,,2443.82,oil,3
26294,26294,2005,2.0,commercial,831.0,8,172.0,2,1933,12.9,19.8,27.2,2763.68,elec,1
26295,26295,2008,2.0,education,525.0,8,117.0,1,1993,14.4,19.5,24.4,323.42,gas,2
26296,26296,2005,5.0,residential,800.0,7,203.0,2,1978,23.6,28.9,35.3,2040.19,elec,1
26297,26297,2011,3.0,commercial,932.0,5,117.0,6,1958,17.3,23.4,31.0,7979.11,elec,1
26298,26298,2006,3.0,residential,244.0,6,117.0,23,1994,17.6,23.6,30.5,5179.03,oil,3
26299,26299,2012,7.0,factory,371.0,5,-7.0,6,1953,27.0,31.1,36.3,1246.21,oil,3
26300,26300,2009,4.0,residential,258.0,3,51.0,9,1962,23.2,27.9,32.7,2633.15,elec,1
26301,26301,2005,12.0,commercial,529.0,8,117.0,2,1938,8.6,14.3,19.7,1591.76,elec,1
26302,26302,2010,10.0,residential,405.0,2,203.0,19,1982,19.4,23.0,27.5,6144.7,oil,3
26303,26303,2011,7.0,factory,379.0,2,117.0,1,1973,23.0,29.9,36.3,256.08,oil,3
26304,26304,2011,8.0,education,1013.0,4,117.0,6,1977,24.8,29.6,35.5,9006.14,elec,1
26305,26305,2008,10.0,commercial,547.0,2,172.0,1,1923,18.5,24.1,30.4,667.24,oil,3
26306,26306,2005,12.0,office,399.0,5,37.0,15,1922,8.3,14.9,22.5,7161.3,oil,3
26307,26307,2013,1.0,office,1084.0,8,19.0,24,1924,7.8,14.4,21.9,33843.69,elec,1
26308,26308,2007,7.0,education,565.0,5,117.0,5,2006,25.5,30.3,36.4,3455.09,elec,1
26309,26309,2014,4.0,residential,228.0,1,55.0,22,1960,20.1,27.4,33.4,3521.23,oil,3
26310,26310,2010,9.0,education,473.0,2,337.0,5,1995,20.5,27.0,34.7,2322.62,gas,2
26311,26311,2005,1.0,office,741.0,2,55.0,9,2004,8.0,14.1,20.4,5003.08,gas,2
26312,26312,2013,2.0,commercial,122.0,6,117.0,1,1997,14.9,18.95,23.0,209.51,oil,3
26313,26313,2014,12.0,commercial,615.0,6,172.0,5,1998,9.9,15.3,23.3,5303.76,elec,1
26314,26314,2013,5.0,factory,320.0,8,37.0,3,1990,22.3,29.4,37.2,369.62,gas,2
26315,26315,2006,4.0,office,399.0,5,37.0,15,1922,21.6,27.3,33.8,4670.63,oil,3
26316,26316,2007,1.0,education,814.0,1,55.0,5,1935,7.5,16.0,22.1,4934.85,oil,3
26317,26317,2012,4.0,commercial,239.0,7,117.0,6,1959,21.4,26.8,32.5,1646.13,gas,2
26318,26318,2005,12.0,office,813.0,8,-7.0,20,2000,10.8,15.4,20.2,17473.65,elec,1
26319,26319,2009,10.0,residential,591.0,5,-7.0,20,1964,17.5,23.8,29.2,10300.14,elec,1
26320,26320,2008,6.0,commercial,657.0,2,19.0,5,1972,25.2,31.0,35.9,6232.56,elec,1
26321,26321,2014,12.0,factory,371.0,2,117.0,2,1945,9.0,15.5,22.0,360.56,gas,2
26322,26322,2011,10.0,commercial,305.0,2,55.0,4,1997,17.4,23.2,28.3,1754.67,oil,3
26323,26323,2012,10.0,education,911.0,5,172.0,1,1986,11.8,23.1,30.0,1448.45,elec,1
26324,26324,2009,7.0,residential,179.0,3,12.0,7,1978,20.2,30.2,,1079.89,elec,1
26325,26325,2009,11.0,residential,313.0,3,-7.0,7,1978,13.0,19.3,25.0,1966.36,oil,3
26326,26326,2010,2.0,education,1107.0,4,203.0,4,1927,15.5,20.3,23.8,6081.48,oil,3
26327,26327,2008,2.0,office,176.0,6,55.0,24,1972,13.6,20.0,26.5,5008.14,oil,3
26328,26328,2009,6.0,residential,350.0,3,19.0,22,1963,26.2,30.1,36.7,4864.86,oil,3
26329,26329,2009,1.0,factory,268.0,8,37.0,2,1963,7.9,14.7,20.6,454.74,elec,1
26330,26330,2006,4.0,education,312.0,1,-7.0,1,1941,20.2,27.2,34.0,231.55,gas,2
26331,26331,2014,3.0,commercial,339.0,1,12.0,1,1926,17.6,23.2,29.0,584.71,elec,1
26332,26332,2013,5.0,residential,1186.0,3,117.0,5,1999,23.9,30.0,35.2,2997.26,oil,3
26333,26333,2007,3.0,residential,594.0,8,337.0,26,1994,15.3,23.6,29.7,14937.07,elec,1
26334,26334,2006,11.0,residential,177.0,5,337.0,25,1947,13.0,19.3,26.4,3448.17,gas,2
26335,26335,2013,1.0,residential,390.0,7,55.0,15,1933,9.4,14.9,23.7,9134.84,oil,3
26336,26336,2010,1.0,commercial,451.0,2,12.0,2,1981,9.3,14.4,20.8,1789.14,elec,1
26337,26337,2011,7.0,office,430.0,6,55.0,14,2001,25.4,30.849999999999998,36.3,3172.54,gas,2
26338,26338,2005,10.0,education,420.0,1,12.0,6,1925,18.2,23.7,32.7,2785.65,oil,3
26339,26339,2009,7.0,education,429.0,5,37.0,5,1994,23.5,29.8,38.7,2492.25,elec,1
26340,26340,2012,11.0,education,471.0,8,117.0,3,2001,15.4,19.8,27.1,4851.541864684603,oil,3
26341,26341,2014,5.0,commercial,615.0,6,172.0,5,1998,24.6,29.0,35.7,2669.1,gas,2
26342,26342,2007,2.0,residential,177.0,5,337.0,25,1947,12.5,18.4,26.6,3283.97,gas,2
26343,26343,2007,10.0,commercial,1128.0,6,172.0,1,2008,18.4,23.8,28.9,1857.14,elec,1
26344,26344,2014,12.0,residential,449.0,1,337.0,29,1926,9.6,13.6,22.7,12705.17,oil,3
26345,26345,2007,4.0,education,222.0,4,117.0,2,1982,19.9,26.8,33.0,626.57,elec,1
26346,26346,2008,6.0,office,1342.0,6,19.0,5,1944,24.3,31.2,36.0,4368.21,gas,2
26347,26347,2006,10.0,commercial,252.0,8,337.0,5,1976,13.1,24.1,30.2,1696.12,elec,1
26348,26348,2011,6.0,factory,407.0,4,-7.0,4,1979,22.6,28.75,34.9,1150.0,oil,3
26349,26349,2014,1.0,factory,349.0,6,172.0,3,1958,7.1,14.9,21.8,1055.38,elec,1
26350,26350,2008,2.0,factory,520.0,7,117.0,2,1964,12.3,19.9,26.2,1293.38,oil,3
26351,26351,2013,8.0,residential,317.0,6,203.0,28,1999,22.0,29.5,37.8,5695.73,gas,2
26352,26352,2012,3.0,education,656.6619098651926,1,12.0,2,1999,17.0,24.0,33.9,1834.56,elec,1
26353,26353,2009,11.0,education,814.0,1,55.0,5,1935,13.0,19.1,24.6,6290.59,elec,1
26354,26354,2009,11.0,residential,405.0,2,203.0,19,1982,14.2,19.1,27.5,9022.75,oil,3
26355,26355,2008,6.0,education,326.0,7,12.0,5,1983,20.0,30.6,36.4,1716.39,oil,3
26356,26356,2013,9.0,commercial,599.0,8,337.0,1,1948,19.1,26.0,30.1,374.35,gas,2
26357,26357,2013,3.0,commercial,122.0,6,117.0,1,1997,17.8,24.3,30.0,168.56,oil,3
26358,26358,2009,1.0,commercial,360.0,3,12.0,3,1948,8.7,14.6,19.9,113.9,gas,2
26359,26359,2005,2.0,office,1260.0,6,55.0,4,1937,11.9,19.0,26.5,3124.8,gas,2
26360,26360,2008,8.0,residential,880.0,5,12.0,8,2000,24.2,28.7,33.5,6008.37,gas,2
26361,26361,2008,8.0,office,176.0,6,55.0,24,1972,24.5,29.0,33.1,3953.66,oil,3
26362,26362,2010,3.0,office,741.0,2,55.0,9,2004,17.9,24.0,30.1,4548.26,gas,2
26363,26363,2014,10.0,education,480.0,4,51.0,2,1951,16.7,22.8,27.7,857.09,gas,2
26364,26364,2011,2.0,commercial,442.0,1,172.0,5,1953,11.8,18.8,26.5,3659.44,oil,3
26365,26365,2014,9.0,residential,405.0,2,203.0,19,1982,21.6,26.1,33.0,10238.66,elec,1
26366,26366,2014,6.0,residential,460.0,7,55.0,21,1967,23.2,30.0,34.7,6508.76,gas,2
26367,26367,2009,11.0,education,508.0,2,19.0,3,2006,13.1,20.7,27.7,1559.05,gas,2
26368,26368,2012,6.0,education,222.0,4,117.0,2,1982,24.8,30.9,35.1,501.82,oil,3
26369,26369,2008,2.0,commercial,589.0,2,12.0,2,1956,14.0,19.1,27.4,1349.71,gas,2
26370,26370,2007,8.0,office,373.0,8,203.0,16,1940,23.2,30.4,36.6,4422.29,oil,3
26371,26371,2013,12.0,commercial,803.0,6,203.0,4,1964,7.4,15.5,24.6,5036.42,elec,1
26372,26372,2006,11.0,education,529.0,1,55.0,4,1974,14.4,19.9,28.4,2559.51,elec,1
26373,26373,2012,2.0,office,258.0,4,117.0,11,1950,14.4,19.0,25.8,1935.52,gas,2
26374,26374,2013,7.0,residential,1024.0,6,203.0,23,1967,25.0,30.4,36.3,24927.44,elec,1
26375,26375,2009,8.0,commercial,529.0,1,55.0,4,1974,24.1,28.8,35.8,2559.51,elec,1
26376,26376,2008,6.0,commercial,854.0,4,337.0,1,1936,21.5,30.2,35.7,1124.82,elec,1
26377,26377,2013,9.0,commercial,1084.0,8,19.0,24,1924,18.3,26.5,35.3,30900.76,elec,1
26378,26378,2014,8.0,education,451.0,5,203.0,4,1978,23.7,28.0,34.6,2427.0,elec,1
26379,26379,2013,6.0,commercial,232.0,5,172.0,3,1976,24.6,30.5,34.9,661.23,oil,3
26380,26380,2013,3.0,commercial,339.0,1,12.0,1,1926,16.5,23.8,31.8,443.74,oil,3
26381,26381,2005,2.0,education,565.0,5,117.0,5,2006,12.7,19.7,28.4,3455.09,elec,1
26382,26382,2009,1.0,commercial,365.0,3,203.0,2,1963,9.5,14.6,19.5,1154.62,oil,3
26383,26383,2005,11.0,commercial,1571.0,5,-7.0,6,1990,11.9,19.2,25.3,11969.93,gas,2
26384,26384,2008,4.0,residential,233.0,7,51.0,12,1949,21.6,28.55,35.5,1614.77,gas,2
26385,26385,2009,5.0,factory,388.0,2,337.0,1,1941,25.2,29.5,34.4,412.29,elec,1
26386,26386,2010,11.0,office,741.0,2,55.0,9,2004,13.5,18.8,26.0,4548.26,gas,2
26387,26387,2005,5.0,education,338.0,4,117.0,5,2007,22.9,29.5,35.2,2384.93,elec,1
26388,26388,2010,5.0,factory,320.0,8,37.0,3,1990,23.3,29.4,33.2,936.63,elec,1
26389,26389,2006,2.0,residential,449.0,1,337.0,29,1926,13.0,20.4,26.1,14437.68,elec,1
26390,26390,2014,5.0,commercial,489.0,6,37.0,2,1934,22.3,29.4,36.2,1014.58,oil,3
26391,26391,2014,8.0,commercial,635.0,2,12.0,5,2008,23.3,28.9,33.9,3183.06,gas,2
26392,26392,2009,2.0,commercial,439.0,3,19.0,5,1958,12.1,19.05,26.0,2836.56,oil,3
26393,26393,2010,7.0,residential,464.0,3,12.0,3,2001,25.5,30.3,37.4,1389.1,elec,1
26394,26394,2012,2.0,factory,788.0,4,117.0,6,1998,15.1,20.1,26.9,4170.1,elec,1
26395,26395,2010,8.0,education,420.0,1,12.0,6,1925,23.8,29.4,36.7,2165.49,gas,2
26396,26396,2013,8.0,residential,233.0,7,51.0,12,1949,23.7,29.3,,2332.45,gas,2
26397,26397,2005,5.0,education,1527.0,5,117.0,3,1983,24.7,30.9,35.5,4103.44,oil,3
26398,26398,2008,4.0,residential,350.0,3,19.0,22,1963,19.1,26.5,33.0,425.36,gas,2
26399,26399,2009,6.0,factory,306.0,6,337.0,5,1989,23.3,30.1,35.6,711.45,gas,2
26400,26400,2006,8.0,commercial,372.0,6,55.0,3,1997,23.7,28.9,36.0,2012.37,elec,1
26401,26401,2011,8.0,education,453.0,5,55.0,2,1937,21.6,29.0,35.6,806.85,gas,2
26402,26402,2010,1.0,commercial,831.0,8,172.0,2,1933,6.4,15.3,25.4,1142.55,gas,2
26403,26403,2011,3.0,office,943.0,8,37.0,7,1925,17.9,24.5,31.2,3536.02,gas,2
26404,26404,2009,4.0,education,451.0,1,337.0,5,1993,21.2,26.9,31.3,2216.21,oil,3
26405,26405,2009,4.0,commercial,1707.0,4,172.0,6,2006,20.1,26.3,32.5,16019.31,elec,1
26406,26406,2006,1.0,commercial,501.0,8,117.0,6,2009,7.8,15.4,23.8,4997.19,oil,3
26407,26407,2006,9.0,education,471.0,8,117.0,3,2001,19.6,26.7,34.9,1500.32,oil,3
26408,26408,2005,3.0,commercial,252.0,8,337.0,5,1976,15.9,23.4,27.8,1895.66,elec,1
26409,26409,2014,12.0,commercial,203.0,6,117.0,4,1953,8.1,15.1,20.8,810.54,gas,2
26410,26410,2011,11.0,education,1114.0,4,51.0,4,1924,12.3,19.4,26.9,6090.81,oil,3
26411,26411,2008,1.0,residential,179.0,3,12.0,7,1978,7.6,14.0,18.6,59.78,gas,2
26412,26412,2008,2.0,commercial,215.0,4,37.0,6,1981,11.9,20.1,29.9,2064.84,oil,3
26413,26413,2010,10.0,commercial,360.0,3,12.0,3,1948,17.1,23.3,30.5,1600.3,elec,1
26414,26414,2010,6.0,residential,594.0,8,337.0,26,1994,23.5,31.1,38.2,4851.541864684603,elec,1
26415,26415,2007,7.0,residential,293.0,8,172.0,28,1972,24.5,30.6,37.7,4895.33,oil,3
26416,26416,2008,11.0,commercial,357.0,7,337.0,6,1921,13.3,19.6,26.3,3669.33,elec,1
26417,26417,2011,7.0,education,599.0,1,337.0,2,1946,24.7,31.3,38.4,1123.05,gas,2
26418,26418,2006,3.0,education,594.0,8,203.0,3,1936,16.5,22.2,27.9,1852.59,oil,3
26419,26419,2006,10.0,factory,371.0,2,117.0,2,1945,18.1,22.9,28.8,684.22,oil,3
26420,26420,2006,11.0,office,493.0,1,51.0,28,1995,13.2,19.5,23.9,18505.45,oil,3
26421,26421,2005,8.0,education,2447.0,8,19.0,6,1943,23.2,29.7,35.7,12368.12,oil,3
26422,26422,2009,9.0,commercial,284.0,1,172.0,2,1976,16.9,26.8,33.4,608.07,oil,3
26423,26423,2005,2.0,commercial,388.0,4,37.0,3,1970,9.6,19.7,26.1,1161.9,gas,2
26424,26424,2006,4.0,residential,800.0,7,203.0,2,1978,20.5,26.7,32.4,4851.541864684603,oil,3
26425,26425,2011,5.0,commercial,338.0,4,117.0,5,2007,22.7,28.6,34.1,2623.42,elec,1
26426,26426,2006,5.0,education,1114.0,4,51.0,4,1924,22.9,28.4,36.3,3481.03,gas,2
26427,26427,2006,4.0,education,451.0,1,337.0,5,1993,23.2,27.4,32.3,1761.61,gas,2
26428,26428,2008,6.0,commercial,551.0,1,203.0,3,1927,24.2,30.5,35.9,1657.2,gas,2
26429,26429,2014,6.0,commercial,529.0,8,117.0,2,1938,25.3,30.6,38.0,661.21,gas,2
26430,26430,2006,11.0,factory,625.0,2,51.0,1,1975,14.9,19.8,24.8,693.0,elec,1
26431,26431,2012,9.0,education,427.0,4,55.0,1,1946,20.8,27.6,32.9,461.62,oil,3
26432,26432,2010,4.0,office,489.0,2,19.0,18,2005,22.2,26.9,34.3,8307.33,oil,3
26433,26433,2012,1.0,commercial,558.0,2,117.0,3,1938,8.7,14.8,22.6,3897.88,elec,1
26434,26434,2005,5.0,education,427.0,4,55.0,1,1946,25.5,29.3,35.0,542.32,elec,1
26435,26435,2010,5.0,office,1418.0,5,12.0,20,1964,24.4,29.7,36.0,25980.88,oil,3
26436,26436,2009,1.0,office,279.0,6,12.0,18,1945,7.7,15.0,21.1,3269.32,gas,2
26437,26437,2012,4.0,commercial,339.0,1,37.0,4,2009,21.6,27.1,32.6,2445.14,elec,1
26438,26438,2008,5.0,factory,342.0,4,172.0,2,1984,21.2,29.1,35.2,365.77,gas,2
26439,26439,2011,11.0,factory,788.0,4,117.0,6,1998,13.6,19.0,25.5,3773.97,oil,3
26440,26440,2010,6.0,factory,342.0,4,172.0,2,1984,26.7,31.5,36.5,693.78,elec,1
26441,26441,2013,2.0,commercial,228.0,1,55.0,22,1960,12.2,19.4,24.6,2644.99,gas,2
26442,26442,2006,6.0,office,956.0,2,51.0,13,2002,24.6,30.0,34.7,10171.08,gas,2
26443,26443,2014,7.0,education,857.0,8,37.0,6,1966,24.7,30.2,37.5,6281.96,elec,1
26444,26444,2008,11.0,office,1296.0,3,12.0,20,2008,12.2,19.2,24.6,29495.46,oil,3
26445,26445,2013,12.0,residential,390.0,7,55.0,15,1933,6.3,15.1,21.8,6781.32,elec,1
26446,26446,2006,12.0,commercial,239.0,7,117.0,6,1959,9.5,16.2,21.0,1646.13,gas,2
26447,26447,2014,3.0,commercial,932.0,5,117.0,6,1958,16.7,24.3,30.5,6782.25,elec,1
26448,26448,2014,10.0,residential,3228.0,3,-7.0,5,1944,16.4,23.6,28.5,851.08,gas,2
26449,26449,2013,7.0,residential,233.0,7,51.0,12,1949,26.3,30.8,37.6,2153.03,gas,2
26450,26450,2013,2.0,factory,320.0,8,37.0,3,1990,14.9,20.5,26.6,305.34,gas,2
26451,26451,2005,7.0,commercial,912.0,6,172.0,6,1951,26.5,30.5,35.5,5975.42,oil,3
26452,26452,2005,11.0,commercial,539.0,6,172.0,4,2009,15.1,20.2,25.2,1964.98,gas,2
26453,26453,2009,9.0,education,647.0,7,51.0,6,1995,21.5,26.8,,5223.23,oil,3
26454,26454,2011,7.0,education,1919.0,3,37.0,6,1962,25.9,30.6,37.0,12124.24,oil,3
26455,26455,2007,11.0,office,1249.0,6,12.0,9,1940,13.4,19.7,25.9,13848.91,elec,1
26456,26456,2013,8.0,commercial,429.0,8,51.0,1,1963,21.5,29.0,,917.19,elec,1
26457,26457,2014,5.0,office,804.0,1,337.0,18,1995,22.7,29.7,37.9,10159.34,oil,3
26458,26458,2011,2.0,education,594.0,8,203.0,3,1936,10.2,18.9,28.7,2781.8,elec,1
26459,26459,2013,12.0,education,451.0,5,203.0,4,1978,5.7,12.45,19.2,1785.09,gas,2
26460,26460,2011,3.0,commercial,547.0,2,172.0,1,1923,17.8,23.4,29.4,678.96,gas,2
26461,26461,2005,6.0,residential,800.0,7,203.0,2,1978,22.3,29.4,33.5,2040.19,elec,1
26462,26462,2007,4.0,commercial,529.0,8,117.0,2,1938,20.5,26.1,32.4,1444.17,oil,3
26463,26463,2008,7.0,education,581.0,7,337.0,5,1984,24.0,30.2,35.7,3398.85,oil,3
26464,26464,2010,8.0,commercial,803.0,6,203.0,4,1964,24.2,28.9,33.4,4784.6,elec,1
26465,26465,2007,2.0,commercial,575.0,4,172.0,14,1940,12.0,20.0,26.2,4991.0,gas,2
26466,26466,2010,5.0,education,420.0,1,12.0,6,1925,22.3,28.6,36.1,1968.62,gas,2
26467,26467,2010,1.0,office,976.0,3,19.0,26,2001,9.9,15.8,20.9,26088.53,oil,3
26468,26468,2005,6.0,commercial,588.0,2,12.0,4,1963,25.3,30.8,34.4,4665.24,elec,1
26469,26469,2005,11.0,education,254.0,1,337.0,3,1963,15.0,20.3,27.0,1075.33,elec,1
26470,26470,2012,4.0,education,585.0,8,12.0,3,1924,20.4,27.099999999999998,33.8,1269.16,gas,2
26471,26471,2009,11.0,residential,880.0,5,12.0,8,2000,14.1,20.0,26.0,3908.35,oil,3
26472,26472,2005,6.0,commercial,365.0,3,203.0,2,1963,25.0,30.9,36.8,1030.18,elec,1
26473,26473,2013,6.0,factory,937.0,3,37.0,4,1969,23.2,29.7,,3400.19,elec,1
26474,26474,2009,1.0,factory,579.0,7,337.0,1,1929,8.1,15.3,23.4,371.54,gas,2
26475,26475,2013,2.0,commercial,301.0,2,337.0,3,1992,14.4,19.6,25.0,1791.12,elec,1
26476,26476,2007,4.0,education,351.0,6,117.0,1,1979,20.0,26.6,32.6,344.96,oil,3
26477,26477,2013,7.0,factory,3888.0,8,172.0,1,1963,25.0,29.6,35.3,1933.31,oil,3
26478,26478,2010,7.0,office,435.0,6,117.0,9,1990,24.9,30.1,39.4,2670.03,gas,2
26479,26479,2005,12.0,commercial,1128.0,6,172.0,1,2008,10.3,14.7,19.5,4851.541864684603,gas,2
26480,26480,2013,1.0,office,1266.0,6,37.0,29,1952,8.0,15.6,22.8,40549.88,oil,3
26481,26481,2005,2.0,commercial,448.0,1,-7.0,6,1987,13.0,20.3,27.1,3641.38,oil,3
26482,26482,2011,10.0,factory,388.0,2,337.0,1,1941,19.5,23.6,29.2,340.59,elec,1
26483,26483,2011,9.0,commercial,1127.0,6,12.0,2,1936,20.6,26.1,32.6,2473.99,elec,1
26484,26484,2014,5.0,commercial,476.0,7,37.0,4,2003,24.0,29.7,38.5,2858.86,oil,3
26485,26485,2014,9.0,commercial,813.0,3,12.0,4,1961,21.1,27.2,33.3,266.75,gas,2
26486,26486,2014,12.0,education,442.0,5,337.0,5,1922,8.6,14.9,22.3,2838.06,elec,1
26487,26487,2006,11.0,commercial,844.0,3,-7.0,2,1996,12.5,18.1,25.6,2143.9,elec,1
26488,26488,2007,4.0,education,599.0,1,337.0,2,1946,19.5,26.8,32.1,1009.2,oil,3
26489,26489,2014,7.0,education,529.0,1,55.0,4,1974,26.7,30.8,34.5,2079.6,oil,3
26490,26490,2014,1.0,office,1203.0,8,172.0,17,1963,8.0,14.1,20.7,21977.46,elec,1
26491,26491,2012,11.0,education,594.0,8,203.0,3,1936,15.2,19.6,24.1,1002.31,gas,2
26492,26492,2008,5.0,commercial,290.0,2,51.0,4,2003,24.5,30.85,37.2,1107.57,gas,2
26493,26493,2008,5.0,residential,317.0,6,203.0,28,1999,23.3,28.8,33.2,4952.81,gas,2
26494,26494,2007,12.0,office,464.0,5,55.0,18,1947,9.3,14.3,21.0,9789.21,elec,1
26495,26495,2006,2.0,commercial,539.0,6,172.0,4,2009,8.7,19.5,28.0,2152.12,gas,2
26496,26496,2011,3.0,education,442.0,5,337.0,5,1922,17.0,23.8,33.2,2973.21,elec,1
26497,26497,2010,1.0,residential,686.0,3,172.0,18,1950,8.8,14.7,21.4,744.14,gas,2
26498,26498,2006,5.0,office,286.0,3,55.0,15,1937,24.5,29.4,,3011.58,oil,3
26499,26499,2013,9.0,commercial,260.0,7,337.0,6,1929,21.7,27.0,34.7,1635.05,gas,2
26500,26500,2009,7.0,education,399.0,5,12.0,4,1975,24.0,29.5,34.1,1234.67,oil,3
26501,26501,2009,6.0,office,430.0,6,55.0,14,2001,26.3,31.1,,4105.64,gas,2
26502,26502,2006,5.0,commercial,1707.0,4,172.0,6,2006,22.7,29.1,35.8,8001.05,gas,2
26503,26503,2008,8.0,office,623.0,2,172.0,8,1974,23.0,29.1,34.0,4062.46,oil,3
26504,26504,2012,8.0,office,529.0,2,117.0,26,1989,21.8,28.9,34.7,11256.27,gas,2
26505,26505,2006,1.0,education,545.0,5,19.0,4,2002,7.7,15.2,21.2,2648.09,oil,3
26506,26506,2006,11.0,education,1919.0,3,37.0,6,1962,13.8,19.1,25.2,13696.51,oil,3
26507,26507,2013,10.0,residential,954.0,8,117.0,27,1943,17.8,24.1,31.0,27534.89,elec,1
26508,26508,2011,1.0,office,843.0,4,203.0,4,1941,11.0,15.7,21.1,3680.34,oil,3
26509,26509,2005,11.0,commercial,451.0,2,12.0,2,1981,13.7,19.8,26.6,1540.22,oil,3
26510,26510,2012,4.0,residential,661.0,5,-7.0,12,1938,21.5,26.3,,4602.17,oil,3
26511,26511,2008,9.0,commercial,1003.0,4,-7.0,6,1994,22.1,27.7,35.2,9908.04,elec,1
26512,26512,2014,1.0,factory,320.0,8,37.0,3,1990,9.5,15.2,20.8,337.48,gas,2
26513,26513,2013,6.0,office,649.0,3,172.0,9,2008,26.4,30.7,36.9,4851.541864684603,elec,1
26514,26514,2007,8.0,commercial,529.0,8,117.0,2,1938,24.0,29.9,36.1,1155.34,oil,3
26515,26515,2008,9.0,residential,863.0,5,19.0,4,1940,17.7,26.1,32.6,3324.77,elec,1
26516,26516,2008,11.0,residential,291.0,6,51.0,13,1994,13.1,19.3,25.6,2322.01,gas,2
26517,26517,2009,4.0,residential,686.0,3,172.0,18,1950,20.6,26.8,32.4,651.12,gas,2
26518,26518,2005,1.0,residential,591.0,5,-7.0,20,1964,10.7,14.8,22.9,14012.7,oil,3
26519,26519,2009,10.0,commercial,239.0,7,117.0,6,1959,16.7,24.2,31.2,1431.42,gas,2
26520,26520,2010,4.0,office,1122.0,6,37.0,27,1958,19.4,26.9,31.1,22072.15,oil,3
26521,26521,2010,1.0,office,1342.0,6,19.0,5,1944,9.8,15.2,23.8,4992.24,gas,2
26522,26522,2010,9.0,education,299.0,6,37.0,5,1936,19.0,26.1,33.3,1726.06,oil,3
26523,26523,2005,8.0,commercial,508.0,2,19.0,3,2006,23.7,29.4,36.1,2591.04,elec,1
26524,26524,2009,12.0,residential,460.0,7,55.0,21,1967,7.5,14.8,21.0,12317.66,elec,1
