measure,year,month,sector,size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
31834,2006,3.0,factory,371.0,5,-7.0,6,1953,20.0,24.3,31.1,1531.4,elec
31835,2009,5.0,commercial,5947.0,6,12.0,2,1996,23.6,29.0,33.8,,gas
31836,2006,6.0,office,657.0,5,203.0,24,1999,23.2,30.2,35.5,17677.82,elec
31837,2008,11.0,commercial,975.0,2,12.0,3,1994,8.8,18.8,25.8,3351.35,gas
31838,2006,12.0,education,581.0,7,337.0,5,1984,9.5,15.0,20.9,2609.79,gas
31839,2011,1.0,commercial,284.0,1,172.0,2,1976,9.7,15.6,20.7,1028.17,oil
31840,2013,3.0,residential,239.0,5,37.0,18,1998,18.3,24.4,33.5,3033.05,gas
31841,2011,8.0,commercial,239.0,7,117.0,6,1959,22.3,29.7,36.3,2715.08,elec
31842,2011,6.0,education,301.0,4,19.0,6,1937,26.3,31.0,41.0,2548.63,elec
31843,2007,12.0,commercial,615.0,6,172.0,5,1998,10.1,15.0,22.7,2135.28,gas
31844,2011,4.0,office,968.0,3,-7.0,3,1965,19.1,26.0,31.4,170.15,gas
31845,2013,10.0,commercial,776.0,7,117.0,3,2002,15.3,23.0,28.5,2788.57,gas
31846,2011,11.0,factory,987.0,5,203.0,2,1934,11.0,19.5,25.1,1281.86,gas
31847,2005,3.0,office,464.0,5,55.0,18,1947,17.5,23.5,31.2,8937.98,elec
31848,2010,4.0,commercial,339.0,1,37.0,4,2009,21.5,27.3,37.7,1421.24,gas
31849,2013,9.0,education,326.0,7,12.0,5,1983,20.2,26.6,32.5,1811.74,oil
31850,2006,9.0,factory,3888.0,8,172.0,1,1963,19.8,26.8,32.4,3628.44,elec
31851,2014,10.0,factory,323.0,5,117.0,3,1963,16.7,24.1,33.4,580.51,oil
31852,2007,3.0,education,488.0,6,172.0,4,2006,18.8,23.4,30.0,,elec
31853,2007,6.0,factory,407.0,4,-7.0,4,1979,25.0,30.7,36.1,1100.0,oil
31854,2011,10.0,education,493.0,2,51.0,2,1993,18.3,23.8,30.5,887.64,gas
31855,2008,12.0,commercial,139.0,7,117.0,6,1928,9.4,15.1,21.9,1760.27,oil
31856,2013,4.0,education,403.0,5,337.0,6,1954,21.3,26.7,33.6,1969.03,oil
31857,2007,12.0,factory,371.0,2,117.0,2,1945,7.7,15.0,21.4,719.89,elec
31858,2006,9.0,commercial,157.0,6,12.0,3,1921,21.5,26.8,32.4,470.15,gas
31859,2007,4.0,office,843.0,4,203.0,4,1941,21.5,27.6,32.9,3037.83,oil
31860,2005,11.0,office,1260.0,6,55.0,4,1937,14.0,19.7,26.2,4770.71,oil
31861,2012,10.0,commercial,588.0,2,12.0,4,1963,16.1,24.4,28.5,3853.89,elec
31862,2005,12.0,education,243.0,8,19.0,6,1991,8.3,14.8,19.1,2374.98,elec
31863,2010,4.0,education,608.0,1,203.0,6,1950,18.1,25.7,31.4,3020.83,oil
31864,2014,11.0,office,1218.0,5,172.0,23,1959,10.9,19.7,23.9,34262.24,elec
31865,2010,2.0,commercial,301.0,2,337.0,3,1992,13.2,,23.8,2024.74,elec
31866,2011,9.0,,1203.0,8,172.0,17,1963,20.8,27.1,,16749.37,oil
31867,2008,7.0,education,650.0,1,12.0,2,1999,24.7,29.1,34.0,1155.96,oil
31868,2013,6.0,commercial,635.0,2,12.0,5,2008,20.7,29.3,34.4,4576.57,oil
31869,2011,4.0,education,525.0,8,117.0,1,1993,22.4,27.8,33.5,337.48,gas
31870,2011,5.0,office,577.0,6,203.0,3,1941,22.7,28.9,34.4,1552.71,oil
31871,2010,12.0,,488.0,6,172.0,4,2006,6.8,15.0,19.9,2953.55,oil
31872,2012,8.0,commercial,442.0,1,172.0,5,1953,24.9,29.7,35.6,2215.61,gas
31873,2009,6.0,commercial,230.0,6,203.0,4,1967,24.5,30.2,39.1,1205.57,oil
31874,2007,7.0,commercial,157.0,6,12.0,3,1921,21.0,29.9,,738.53,elec
31875,2012,9.0,commercial,803.0,6,203.0,4,1964,20.8,26.3,32.6,3345.62,gas
31876,2005,8.0,commercial,435.0,6,203.0,6,1925,21.1,29.0,36.1,2945.12,gas
31877,2012,5.0,office,1218.0,5,172.0,23,1959,19.4,28.6,32.1,29979.46,elec
31878,2009,7.0,commercial,339.0,1,12.0,1,1926,25.5,30.8,37.0,637.86,elec
31879,2005,2.0,factory,268.0,8,37.0,2,1963,15.8,20.4,26.2,433.1,oil
31880,2005,12.0,residential,350.0,3,19.0,22,1963,5.1,15.4,21.4,464.03,gas
31881,2008,6.0,residential,256.0,8,-7.0,19,2005,26.7,29.8,35.1,3585.25,oil
31882,2012,2.0,education,338.0,4,117.0,5,2007,12.2,19.3,27.3,1445.96,gas
31883,2013,10.0,education,326.0,7,12.0,5,1983,16.2,23.0,27.9,2219.86,oil
31884,2011,8.0,education,1114.0,4,51.0,4,1924,23.1,28.9,34.6,3149.5,gas
31885,2005,8.0,education,911.0,5,172.0,1,1986,24.0,29.0,35.1,901.45,gas
31886,2006,10.0,office,258.0,4,117.0,11,1950,17.7,23.8,30.0,1495.63,gas
31887,2014,2.0,factory,2362.0,6,117.0,6,2007,14.1,20.0,27.3,6260.48,gas
31888,2006,10.0,commercial,854.0,4,337.0,1,1936,18.6,23.1,27.5,1406.03,elec
31889,2008,6.0,education,508.0,2,19.0,3,2006,26.0,31.3,35.2,2478.39,elec
31890,2010,12.0,education,222.0,4,117.0,2,1982,7.5,13.9,20.4,363.37,gas
31891,2013,12.0,commercial,239.0,7,117.0,6,1959,6.9,15.0,22.7,1502.99,gas
31892,2011,8.0,residential,1186.0,3,117.0,5,1999,23.6,28.4,,6455.64,elec
31893,2010,8.0,education,837.0,5,203.0,3,1934,20.8,29.0,36.6,3224.61,elec
31894,2014,11.0,commercial,844.0,3,-7.0,2,1996,11.9,18.6,24.3,2064.09,oil
31895,2013,4.0,commercial,734.0,3,337.0,6,1952,18.1,26.0,33.7,6836.42,elec
31896,2005,7.0,commercial,301.0,2,337.0,3,1992,23.4,30.5,36.9,905.29,gas
31897,2012,4.0,commercial,932.0,5,117.0,6,1958,20.1,27.4,32.1,4515.73,oil
31898,2008,2.0,education,173.0,6,51.0,6,1999,13.1,20.2,27.7,1325.32,elec
31899,2011,2.0,commercial,435.0,6,203.0,6,1925,14.9,20.1,25.8,4076.67,oil
31900,2005,4.0,,357.0,7,337.0,6,1921,22.7,27.3,31.8,4055.58,elec
31901,2013,1.0,office,1218.0,5,172.0,23,1959,8.1,15.8,21.7,29979.46,elec
31902,2008,3.0,commercial,596.0,1,337.0,6,1984,18.4,23.5,29.9,3585.08,gas
31903,2006,5.0,education,1862.0,8,19.0,6,1945,21.2,29.4,36.8,9934.14,oil
31904,2012,10.0,,215.0,4,37.0,6,1981,17.5,23.3,29.9,1231.69,gas
31905,2005,9.0,residential,686.0,3,172.0,18,1950,19.4,26.8,32.8,620.12,gas
31906,2008,2.0,commercial,290.0,2,-7.0,5,1981,10.0,19.9,26.0,2174.91,oil
31907,2013,12.0,factory,349.0,6,172.0,3,1958,11.9,15.3,21.1,1167.94,oil
31908,2007,10.0,education,326.0,7,12.0,5,1983,17.4,22.4,32.5,2570.77,oil
31909,2011,10.0,education,1527.0,5,117.0,3,1983,18.0,23.7,28.5,5439.59,gas
31910,2009,3.0,office,1418.0,5,12.0,20,1964,16.6,23.9,32.0,24554.94,gas
31911,2007,5.0,residential,686.0,3,172.0,18,1950,22.3,29.1,36.3,8971.69,oil
31912,2008,1.0,office,474.0,2,51.0,26,1992,7.0,14.8,22.1,18357.51,oil
31913,2007,7.0,,595.0,7,37.0,1,1999,23.0,31.3,35.7,546.03,elec
31914,2012,11.0,commercial,877.0,2,55.0,2,1984,14.2,18.9,24.4,1674.72,gas
31915,2011,8.0,factory,1272.0,2,19.0,3,1922,23.3,28.8,36.4,3525.98,elec
31916,2009,8.0,residential,256.0,8,-7.0,19,2005,25.4,30.2,37.0,1661.04,gas
31917,2014,4.0,office,1084.0,8,19.0,24,1924,17.8,26.9,34.4,36786.62,elec
31918,2005,7.0,office,279.0,6,12.0,18,1945,23.0,30.5,,7030.8,elec
31919,2013,10.0,factory,788.0,4,117.0,6,1998,14.7,22.9,30.3,4378.6,elec
31920,2006,6.0,factory,388.0,2,337.0,1,1941,22.6,30.5,38.2,258.0,gas
31921,2007,7.0,education,480.0,4,51.0,2,1951,25.3,30.5,35.9,678.53,gas
31922,2010,1.0,factory,240.0,3,37.0,5,1957,11.5,15.5,21.6,861.84,elec
31923,2012,10.0,education,427.0,4,55.0,1,1946,15.4,23.4,29.7,572.45,elec
31924,2011,4.0,residential,449.0,1,337.0,29,1926,22.8,27.3,33.5,10968.89,oil
31925,2014,6.0,education,427.0,4,55.0,1,1946,25.7,30.9,39.9,632.71,elec
31926,2010,12.0,commercial,524.0,6,117.0,3,1929,8.0,14.8,20.6,2341.65,elec
31927,2013,12.0,education,260.0,4,55.0,5,1979,9.9,15.3,20.9,1063.92,gas
31928,2008,7.0,commercial,844.0,3,-7.0,2,1996,26.2,30.1,35.9,2858.53,elec
31929,2007,4.0,office,225.0,6,19.0,23,1946,21.6,27.3,33.4,2887.65,gas
31930,2011,6.0,factory,379.0,2,117.0,1,1973,20.9,31.1,37.4,231.69,oil
31931,2012,12.0,residential,1186.0,3,117.0,5,1999,9.5,14.9,21.2,5917.67,elec
31932,2006,6.0,education,301.0,4,19.0,6,1937,23.7,29.2,34.9,1597.44,oil
31933,2013,8.0,commercial,932.0,5,117.0,6,1958,21.8,28.6,34.5,6778.41,gas
31934,2010,6.0,office,429.0,8,203.0,11,1927,24.1,30.8,38.2,5338.13,elec
31935,2012,12.0,education,2447.0,8,19.0,6,1943,7.0,15.4,22.5,9044.58,gas
31936,2011,5.0,,594.0,8,337.0,26,1994,23.8,28.7,35.5,10841.69,oil
31937,2007,3.0,commercial,439.0,3,19.0,5,1958,18.2,23.4,28.4,197.19,gas
31938,2008,7.0,office,1122.0,6,37.0,27,1958,24.4,30.4,36.8,19721.39,gas
31939,2007,7.0,commercial,615.0,6,172.0,5,1998,23.1,30.5,36.5,2402.19,gas
31940,2007,1.0,factory,1515.0,3,117.0,6,1934,8.8,15.1,21.4,8543.04,oil
31941,2006,12.0,commercial,1571.0,5,-7.0,6,1990,8.9,15.5,21.6,15624.37,oil
31942,2008,8.0,commercial,323.0,1,117.0,5,1927,23.2,29.3,37.2,2279.09,elec
31943,2013,10.0,residential,239.0,5,37.0,18,1998,17.9,23.4,30.9,4538.06,elec
31944,2007,9.0,factory,407.0,4,-7.0,4,1979,19.6,27.7,35.2,1184.4,oil
31945,2006,3.0,residential,530.0,3,19.0,17,2007,16.4,23.6,30.1,6507.69,oil
31946,2008,12.0,education,1862.0,8,19.0,6,1945,8.0,14.4,19.3,19346.48,oil
31947,2012,5.0,commercial,301.0,2,337.0,3,1992,21.4,27.9,33.9,862.18,gas
31948,2006,6.0,office,225.0,6,19.0,23,1946,24.4,30.4,36.8,4641.98,oil
31949,2011,11.0,commercial,139.0,7,117.0,6,1928,15.0,20.4,27.7,1745.3,oil
31950,2006,10.0,education,320.0,2,203.0,5,1944,14.1,22.7,29.1,1636.8,gas
31951,2014,2.0,education,1527.0,5,117.0,3,1983,14.0,19.3,24.5,6163.02,elec
31952,2009,10.0,factory,,6,337.0,5,1963,17.3,23.0,30.9,2826.81,elec
31953,2008,9.0,commercial,323.0,1,117.0,5,1927,21.0,26.9,33.6,2785.55,elec
31954,2014,3.0,commercial,230.0,6,203.0,4,1967,14.7,23.2,33.1,,elec
31955,2014,2.0,office,1342.0,6,19.0,5,1944,13.5,20.1,25.0,4368.21,gas
31956,2006,4.0,office,1342.0,6,19.0,5,1944,17.1,26.3,30.5,5233.8,oil
31957,2005,1.0,commercial,589.0,2,12.0,2,1956,7.1,16.1,21.2,2162.21,oil
31958,2010,10.0,residential,615.0,2,203.0,7,1961,19.6,24.0,29.8,5728.06,elec
31959,2007,7.0,,493.0,1,51.0,28,1995,22.5,30.7,36.0,13141.41,elec
31960,2014,7.0,commercial,290.0,2,-7.0,5,1981,25.8,30.5,35.4,2003.0,oil
31961,2008,8.0,commercial,301.0,7,12.0,2,1920,19.5,28.3,34.9,540.82,gas
31962,2010,11.0,,222.0,4,117.0,2,1982,13.6,19.2,24.4,595.24,elec
31963,2011,9.0,commercial,203.0,6,117.0,4,1953,20.8,26.4,32.5,886.7,oil
31964,2011,7.0,office,1418.0,5,12.0,20,1964,23.4,29.7,36.2,29232.07,gas
31965,2009,1.0,commercial,284.0,1,172.0,2,1976,8.9,15.7,21.6,569.44,gas
31966,2011,1.0,education,650.0,1,12.0,2,1999,9.4,15.8,22.1,1397.76,elec
31967,2014,8.0,office,1249.0,6,12.0,9,1940,23.8,29.4,34.0,8014.83,gas
31968,2012,12.0,education,388.0,4,172.0,2,1936,7.2,14.3,20.7,1149.85,elec
31969,2005,7.0,,814.0,1,55.0,5,1935,27.2,31.1,36.5,6290.59,elec
31970,2011,6.0,office,956.0,2,51.0,13,2002,22.8,30.1,33.5,12795.87,oil
31971,2008,3.0,residential,163.0,1,12.0,21,1989,16.0,24.2,28.8,2406.64,gas
31972,2007,8.0,office,1418.0,5,12.0,20,1964,20.8,,36.0,36130.64,elec
31973,2014,7.0,residential,291.0,6,51.0,13,1994,24.3,29.5,35.8,2522.88,oil
31974,2007,6.0,commercial,1105.0,7,117.0,6,1966,20.8,29.1,35.4,6618.07,gas
31975,2010,9.0,education,529.0,1,55.0,4,1974,17.2,26.9,33.1,2559.51,elec
31976,2009,11.0,factory,349.0,6,172.0,3,1958,14.4,19.3,,879.48,elec
31977,2009,10.0,commercial,215.0,4,37.0,6,1981,19.7,23.8,29.7,1231.69,gas
31978,2012,2.0,education,388.0,4,172.0,2,1936,10.2,19.2,25.1,1095.09,elec
31979,2013,2.0,education,529.0,1,55.0,4,1974,14.0,19.8,,1735.67,gas
31980,2010,7.0,commercial,553.0,4,12.0,2,2001,22.6,30.4,37.0,1296.01,gas
31981,2006,8.0,factory,218.0,4,37.0,6,1990,22.0,28.7,35.9,964.13,oil
31982,2011,6.0,factory,641.0,6,337.0,5,1963,24.9,30.4,37.4,1874.92,oil
31983,2008,1.0,education,326.0,7,12.0,5,1983,7.7,14.5,20.2,2645.29,elec
31984,2008,2.0,office,430.0,6,55.0,14,2001,14.3,19.6,24.3,6068.16,elec
31985,2010,8.0,office,1249.0,6,12.0,9,1940,25.1,28.8,,11960.42,elec
31986,2008,11.0,office,279.0,6,12.0,18,1945,13.7,19.4,29.0,5163.21,oil
31987,2008,5.0,residential,1186.0,3,117.0,5,1999,24.7,29.2,35.4,312.69,gas
31988,2013,12.0,residential,317.0,6,12.0,23,1945,7.5,13.9,19.8,4882.05,gas
31989,2010,5.0,commercial,476.0,7,37.0,4,2003,24.4,29.9,34.6,2339.06,oil
31990,2008,3.0,commercial,558.0,2,117.0,3,1938,17.6,22.8,31.2,1918.0,gas
31991,2010,2.0,commercial,1707.0,4,172.0,6,2006,10.4,19.7,,16766.16,oil
31992,2013,8.0,factory,923.0,8,12.0,3,1975,23.7,29.1,37.3,880.71,gas
31993,2010,12.0,factory,323.0,5,117.0,3,1963,7.5,14.5,20.9,659.21,gas
31994,2014,8.0,education,338.0,4,117.0,5,2007,22.7,29.1,34.6,2159.21,oil
31995,2012,12.0,commercial,367.0,2,-7.0,6,1974,8.2,15.5,21.0,4739.39,oil
31996,2008,5.0,office,489.0,2,19.0,18,2005,21.7,29.4,35.8,9217.45,elec
31997,2011,5.0,education,581.0,7,337.0,5,1984,20.9,28.6,37.9,2889.02,oil
31998,2014,12.0,commercial,657.0,5,337.0,1,1964,8.3,,20.7,1171.83,elec
31999,2011,10.0,factory,819.0,3,37.0,6,2006,17.1,23.6,29.3,4829.48,elec
32000,2010,2.0,commercial,437.0,1,-7.0,3,1960,14.9,19.3,26.5,2155.29,oil
32001,2009,6.0,office,968.0,3,-7.0,3,1965,25.2,29.9,34.5,3512.68,elec
32002,2014,3.0,factory,240.0,3,37.0,5,1957,21.0,23.8,29.4,631.8,oil
32003,2012,1.0,office,968.0,3,-7.0,3,1965,8.3,13.8,18.3,,elec
32004,2008,5.0,education,812.0,7,337.0,3,2008,22.0,29.5,36.0,1980.03,gas
32005,2012,6.0,residential,594.0,8,337.0,26,1994,22.7,30.7,36.3,11925.86,oil
32006,2006,7.0,office,1203.0,8,172.0,17,1963,25.7,30.3,37.1,16749.37,oil
32007,2010,1.0,commercial,372.0,6,55.0,3,1997,9.3,15.4,21.6,1162.43,gas
32008,2011,9.0,education,647.0,7,51.0,6,1995,22.4,26.9,35.7,5400.02,elec
32009,2012,3.0,residential,258.0,3,51.0,9,1962,17.5,24.6,30.7,1366.18,oil
32010,2010,7.0,residential,460.0,7,55.0,21,1967,22.0,29.5,34.5,13437.45,elec
32011,2008,5.0,office,741.0,2,55.0,9,2004,24.4,28.6,34.8,9859.45,elec
32012,2005,6.0,commercial,1231.0,5,55.0,5,1935,25.2,30.4,36.3,6750.3,gas
32013,2013,9.0,commercial,139.0,7,117.0,6,1928,20.5,26.6,33.0,1195.33,oil
32014,2010,10.0,office,623.0,2,172.0,8,1974,18.7,23.8,28.5,6754.32,elec
32015,2006,5.0,commercial,558.0,2,117.0,3,1938,21.8,29.8,35.7,2010.81,oil
32016,2014,5.0,office,460.0,3,12.0,16,1981,22.7,28.8,34.3,6676.99,elec
32017,2012,12.0,residential,1085.0,5,37.0,7,1928,5.7,13.9,20.1,7926.39,oil
32018,2005,2.0,residential,394.0,1,37.0,11,1940,11.6,19.4,25.7,2920.18,gas
32019,2014,2.0,education,857.0,8,37.0,6,1966,14.1,20.2,27.0,6567.94,oil
32020,2006,10.0,office,479.0,1,203.0,27,1973,15.9,23.5,29.6,10883.16,oil
32021,2011,2.0,commercial,831.0,8,172.0,2,1933,14.5,19.7,24.9,1090.62,gas
32022,2014,12.0,residential,1186.0,3,117.0,5,1999,10.8,15.9,22.5,6724.62,elec
32023,2010,3.0,office,956.0,2,51.0,13,2002,15.3,23.1,28.7,8475.9,gas
32024,2007,10.0,office,435.0,6,117.0,9,1990,16.4,22.5,30.4,3085.46,oil
32025,2013,2.0,education,581.0,7,337.0,5,1984,13.9,19.9,26.1,2982.62,gas
32026,2009,5.0,education,861.0,7,19.0,5,2003,22.4,29.3,36.9,4235.86,gas
32027,2007,5.0,office,956.0,2,51.0,13,2002,24.0,29.7,36.5,12262.71,oil
32028,2012,1.0,education,399.0,5,12.0,4,1975,7.7,,23.6,2244.77,elec
32029,2012,2.0,office,601.0,1,19.0,15,1934,14.6,20.0,25.6,9902.74,oil
32030,2013,10.0,education,453.0,5,55.0,2,1937,15.5,23.3,28.3,879.28,oil
32031,2010,4.0,commercial,411.0,8,19.0,4,1987,18.9,27.1,33.7,976.06,gas
32032,2007,2.0,commercial,213.0,1,172.0,3,1960,13.5,19.7,28.2,965.35,oil
32033,2007,3.0,residential,623.0,1,51.0,26,1999,17.3,23.2,30.5,9964.93,gas
32034,2009,3.0,factory,218.0,4,37.0,6,1990,18.0,23.4,29.3,1095.97,elec
32035,2008,12.0,commercial,232.0,5,172.0,3,1976,9.3,15.3,20.8,883.84,gas
32036,2005,10.0,factory,520.0,7,117.0,2,1964,18.7,24.4,31.6,667.37,gas
32037,2009,10.0,commercial,877.0,2,55.0,2,1984,15.9,23.6,30.0,2093.4,gas
32038,2009,11.0,commercial,1492.0,4,172.0,2,1991,14.5,19.8,27.7,3237.64,gas
32039,2009,5.0,commercial,836.0,2,12.0,3,1971,21.1,28.9,37.1,3765.76,oil
32040,2006,11.0,residential,486.0,2,-7.0,17,2006,13.2,18.9,23.6,10535.04,elec
32041,2007,4.0,office,429.0,8,203.0,11,1927,20.3,27.2,32.1,5871.95,elec
32042,2013,2.0,education,599.0,1,337.0,2,1946,10.8,,25.8,1758.92,oil
32043,2014,5.0,commercial,596.0,1,337.0,6,1984,23.0,29.3,33.9,3422.12,gas
32044,2006,3.0,factory,349.0,6,172.0,3,1958,17.2,23.8,28.9,511.2,gas
32045,2006,11.0,office,430.0,6,55.0,14,2001,10.0,,25.9,7940.26,oil
32046,2013,2.0,commercial,372.0,6,55.0,3,1997,12.5,19.6,25.1,1871.51,oil
32047,2005,2.0,office,1296.0,3,12.0,20,2008,15.5,19.5,23.6,1663.29,gas
32048,2006,11.0,commercial,599.0,8,337.0,1,1948,10.0,19.7,26.7,449.22,gas
32049,2007,1.0,factory,595.0,7,37.0,1,1999,8.2,14.9,22.7,397.72,gas
32050,2006,6.0,commercial,442.0,1,172.0,5,1953,25.3,30.1,37.2,3638.54,elec
32051,2011,12.0,office,557.0,6,37.0,7,1925,9.2,14.3,23.4,4585.22,elec
32052,2006,2.0,education,545.0,5,19.0,4,2002,15.0,20.5,28.8,2372.87,gas
32053,2011,6.0,commercial,1492.0,4,172.0,2,1991,25.7,30.8,37.5,5404.14,elec
32054,2006,7.0,office,258.0,4,117.0,11,1950,26.1,31.0,36.1,2023.49,gas
32055,2011,2.0,commercial,277.0,2,12.0,5,2009,14.5,19.2,26.2,2508.29,elec
32056,2012,5.0,commercial,657.0,2,19.0,5,1972,23.4,29.1,37.0,6515.86,elec
32057,2010,6.0,,254.0,1,337.0,3,1963,25.0,30.8,35.0,684.57,gas
32058,2009,11.0,office,279.0,6,12.0,18,1945,14.9,19.9,28.9,3425.0,gas
32059,2007,10.0,factory,218.0,4,37.0,6,1990,18.2,24.7,32.2,608.22,gas
32060,2008,12.0,office,1249.0,6,12.0,9,1940,8.2,15.4,20.8,12589.92,elec
32061,2011,12.0,commercial,260.0,7,337.0,6,1929,9.9,15.3,21.9,1868.63,gas
32062,2009,9.0,factory,240.0,3,37.0,5,1957,19.7,26.8,32.6,694.98,oil
32063,2007,12.0,education,471.0,8,117.0,3,2001,6.0,15.1,21.6,794.76,gas
32064,2005,6.0,commercial,657.0,2,19.0,5,1972,25.6,30.3,36.6,3551.35,oil
32065,2008,7.0,residential,228.0,1,55.0,22,1960,24.1,30.3,38.4,4297.71,elec
32066,2009,8.0,,814.0,1,55.0,5,1935,19.7,28.7,35.2,5196.58,elec
32067,2009,9.0,commercial,157.0,6,12.0,3,1921,20.4,26.8,35.7,849.31,elec
32068,2013,2.0,commercial,489.0,6,37.0,2,1934,12.0,20.0,24.2,848.9,gas
32069,2007,3.0,factory,497.0,3,51.0,6,1957,14.8,23.0,29.1,137.28,gas
32070,2009,8.0,commercial,589.0,2,12.0,2,1956,24.4,29.0,32.9,1180.99,gas
32071,2007,6.0,commercial,1869.0,5,117.0,4,1987,26.6,30.2,35.4,9600.62,elec
32072,2009,6.0,,1342.0,6,19.0,5,1944,24.8,29.9,36.3,4992.24,gas
32073,2011,10.0,education,473.0,2,337.0,5,1995,18.8,24.7,29.2,4370.52,elec
32074,2013,12.0,office,1249.0,6,12.0,9,1940,8.0,15.7,19.8,15107.9,elec
32075,2011,8.0,education,222.0,4,117.0,2,1982,22.3,29.4,34.0,396.4,gas
32076,2013,4.0,commercial,232.0,5,172.0,3,1976,21.0,26.6,33.0,893.8,elec
32077,2010,6.0,office,623.0,2,172.0,8,1974,18.9,30.0,36.0,7061.33,elec
32078,2012,7.0,education,529.0,1,55.0,4,1974,24.9,29.9,36.5,3270.49,elec
32079,2005,5.0,factory,923.0,8,12.0,3,1975,21.9,29.1,35.2,2936.52,elec
32080,2005,6.0,commercial,411.0,8,19.0,4,1987,24.9,30.6,35.6,2863.93,elec
32081,2011,9.0,commercial,624.0,6,55.0,6,1978,18.0,26.7,33.6,4562.5,oil
32082,2009,7.0,factory,953.0,2,-7.0,1,1982,18.6,30.5,37.9,551.93,oil
32083,2010,3.0,office,659.0,7,117.0,22,1920,20.0,24.3,29.3,11370.78,gas
32084,2009,6.0,education,585.0,8,12.0,3,1924,25.0,31.9,39.4,2739.65,elec
32085,2005,12.0,office,956.0,2,51.0,13,2002,10.7,15.4,20.9,16076.86,elec
32086,2006,12.0,commercial,139.0,7,117.0,6,1928,8.9,15.1,22.4,,oil
32087,2008,12.0,commercial,941.0,3,117.0,4,1954,8.7,,19.3,5696.67,oil
32088,2012,9.0,factory,1005.0,4,172.0,6,1953,19.2,26.2,31.2,4786.61,elec
32089,2009,2.0,education,457.0,4,37.0,6,1961,10.5,19.5,25.8,1938.05,gas
32090,2009,7.0,residential,228.0,1,55.0,22,1960,25.8,31.6,36.5,3379.71,gas
32091,2008,8.0,education,256.0,7,37.0,2,1946,24.0,28.5,32.9,949.62,elec
32092,2005,4.0,office,601.0,1,19.0,15,1934,20.0,27.3,33.8,8438.04,oil
32093,2014,3.0,commercial,1003.0,4,-7.0,6,1994,17.4,23.8,29.3,8502.47,oil
32094,2009,1.0,education,451.0,5,203.0,4,1978,7.5,15.2,21.3,2111.51,oil
32095,2009,2.0,residential,623.0,8,337.0,26,1993,12.2,19.3,26.3,15884.14,oil
32096,2010,6.0,commercial,203.0,6,117.0,4,1953,24.9,30.1,35.0,775.3,gas
32097,2009,7.0,factory,,5,-7.0,6,1953,24.0,30.1,37.0,1652.0,gas
32098,2014,2.0,office,479.0,1,203.0,27,1973,12.7,19.2,24.7,13620.47,oil
32099,2009,5.0,education,451.0,5,203.0,4,1978,23.2,29.4,37.0,2096.05,elec
32100,2006,4.0,commercial,301.0,2,337.0,3,1992,18.8,26.4,31.9,948.4,gas
32101,2011,10.0,education,299.0,6,37.0,5,1936,15.6,23.1,29.2,1334.74,gas
32102,2011,2.0,commercial,975.0,2,12.0,3,1994,13.3,,25.6,6054.05,elec
32103,2013,7.0,residential,591.0,5,-7.0,20,1964,23.4,30.3,35.9,7017.68,gas
32104,2008,4.0,commercial,547.0,6,37.0,5,1992,20.7,26.7,31.3,3135.95,oil
32105,2007,9.0,education,1013.0,4,117.0,6,1977,22.7,,32.8,6861.82,elec
32106,2008,6.0,,836.0,2,12.0,3,1971,25.7,29.8,37.1,3464.5,oil
32107,2006,6.0,office,373.0,8,203.0,16,1940,25.7,30.6,37.6,2397.7,gas
32108,2006,8.0,commercial,803.0,6,203.0,4,1964,22.9,28.9,35.6,5036.42,elec
32109,2012,9.0,commercial,139.0,7,117.0,6,1928,22.4,26.9,34.4,1138.41,oil
32110,2009,10.0,residential,1186.0,3,117.0,5,1999,17.7,23.7,30.0,6186.65,elec
32111,2012,11.0,office,176.0,6,55.0,24,1972,13.7,19.5,26.2,5440.74,oil
32112,2014,1.0,office,258.0,4,117.0,11,1950,7.0,15.0,20.5,3525.88,oil
32113,2009,7.0,commercial,1265.0,7,117.0,3,1971,24.4,30.7,,8553.93,elec
32114,2005,10.0,residential,317.0,6,12.0,23,1945,19.2,23.7,34.6,4475.22,gas
32115,2008,4.0,factory,953.0,2,-7.0,1,1982,21.3,26.8,32.1,924.6,elec
32116,2013,6.0,residential,530.0,3,19.0,17,2007,24.5,30.6,37.0,429.86,gas
32117,2006,10.0,,588.0,2,12.0,4,1963,14.4,23.0,31.0,2694.83,gas
32118,2009,4.0,education,403.0,5,337.0,6,1954,16.4,25.9,33.2,2224.21,oil
32119,2009,4.0,office,741.0,2,55.0,9,2004,19.6,27.6,32.9,6204.94,oil
32120,2009,3.0,commercial,539.0,6,172.0,4,2009,15.8,24.3,29.4,3103.27,oil
32121,2007,2.0,commercial,367.0,2,-7.0,6,1974,12.9,20.0,,2417.84,gas
32122,2009,5.0,residential,460.0,7,55.0,21,1967,20.8,28.7,37.8,13997.34,elec
32123,2008,5.0,education,,7,337.0,5,1984,23.7,29.7,35.4,2858.35,gas
32124,2013,5.0,residential,954.0,8,117.0,27,1943,23.3,29.4,36.1,9831.11,gas
32125,2011,3.0,residential,239.0,5,37.0,18,1998,19.3,,29.3,,gas
32126,2005,3.0,commercial,941.0,3,117.0,4,1954,18.6,23.9,30.0,5046.17,elec
