,measure,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
33110,33110,2014,5.0,education,1013.0,4,117.0,6,1977,22.6,5674.79,5674.79,5674.79,3
33111,33111,2006,11.0,commercial,357.0,7,337.0,6,1921,15.0,4248.7,4248.7,4248.7,1
33112,33112,2014,5.0,factory,595.0,7,37.0,1,1999,22.7,522.11,522.11,522.11,3
33113,33113,2011,7.0,commercial,525.0,8,117.0,1,1993,24.8,295.29,295.29,295.29,2
33114,33114,2006,3.0,office,1210.0,1,117.0,7,2004,19.4,6616.76,6616.76,6616.76,2
33115,33115,2014,10.0,office,575.0,4,172.0,14,1940,18.0,11360.16,11360.16,11360.16,1
33117,33117,2010,12.0,office,489.0,2,19.0,18,2005,8.4,12470.67,12470.67,12470.67,1
33118,33118,2006,2.0,commercial,488.0,2,55.0,5,1995,12.4,2562.68,2562.68,2562.68,2
33119,33119,2014,1.0,commercial,489.0,6,37.0,2,1934,8.6,2026.7,2026.7,2026.7,3
33120,33120,2012,2.0,commercial,1272.0,2,19.0,3,1922,12.9,3702.28,3702.28,3702.28,1
33121,33121,2011,8.0,commercial,1869.0,5,117.0,4,1987,23.5,9925.18,9925.18,9925.18,2
33122,33122,2010,8.0,office,1266.0,6,37.0,29,1952,19.8,21624.55,21624.55,21624.55,2
33123,33123,2012,2.0,residential,1068.0,1,12.0,11,1946,13.4,13627.5,13627.5,13627.5,3
33124,33124,2013,9.0,education,222.0,4,117.0,2,1982,21.3,720.56,720.56,720.56,1
33125,33125,2005,12.0,commercial,260.0,7,337.0,6,1929,5.8,2672.34,2672.34,2672.34,1
33126,33126,2008,3.0,education,187.0,1,172.0,4,2002,16.0,671.99,671.99,671.99,2
33127,33127,2013,2.0,commercial,932.0,5,117.0,6,1958,13.5,6778.41,6778.41,6778.41,2
33128,33128,2013,4.0,commercial,301.0,7,12.0,2,1920,21.3,821.73,821.73,821.73,3
33129,33129,2005,9.0,office,656.6619098651926,1,51.0,2,1934,22.0,1254.51,1254.51,1254.51,1
33130,33130,2013,12.0,residential,179.0,3,12.0,7,1978,9.0,1296.99,1296.99,1296.99,3
33131,33131,2010,9.0,residential,317.0,6,12.0,23,1945,19.6,6238.93,6238.93,6238.93,3
33132,33132,2012,12.0,education,254.0,1,337.0,3,1963,7.1,684.57,684.57,684.57,2
33133,33133,2014,3.0,residential,460.0,7,55.0,21,1967,17.8,12317.66,12317.66,12317.66,1
33134,33134,2009,11.0,education,529.0,1,55.0,4,1974,11.2,3554.88,3554.88,3554.88,1
33135,33135,2005,11.0,office,489.0,2,19.0,18,2005,12.4,5702.82,5702.82,5702.82,2
33136,33136,2010,1.0,office,356.0,1,55.0,25,1952,9.2,11463.2,11463.2,11463.2,1
33137,33137,2009,1.0,residential,390.0,7,55.0,15,1933,5.6,8482.9,8482.9,8482.9,3
33138,33138,2014,9.0,education,254.0,1,337.0,3,1963,17.9,1177.75,1177.75,1177.75,1
33139,33139,2012,3.0,residential,1172.0,8,12.0,2,1997,16.1,894.64,894.64,894.64,2
33140,33140,2007,7.0,commercial,425.0,8,117.0,3,1956,24.3,916.35,916.35,916.35,2
33141,33141,2006,1.0,residential,256.0,8,-7.0,19,2005,6.7,2051.87,2051.87,2051.87,2
33142,33142,2009,7.0,commercial,5947.0,6,12.0,2,1996,24.2,19582.28,19582.28,19582.28,1
33143,33143,2011,7.0,factory,937.0,3,37.0,4,1969,24.6,141.17,141.17,141.17,2
33144,33144,2013,8.0,education,427.0,4,55.0,1,1946,23.4,632.71,632.71,632.71,1
33145,33145,2010,12.0,commercial,301.0,2,337.0,3,1992,8.3,905.29,905.29,905.29,2
33146,33146,2014,12.0,commercial,277.0,2,12.0,5,2009,7.7,1520.76,1520.76,1520.76,2
33147,33147,2009,3.0,commercial,589.0,2,12.0,2,1956,19.3,1727.04,1727.04,1727.04,1
33148,33148,2007,8.0,office,557.0,6,37.0,7,1925,23.7,4585.22,4585.22,4585.22,1
33149,33149,2007,8.0,residential,379.0,8,19.0,27,1941,24.7,8620.28,8620.28,8620.28,3
33150,33150,2006,8.0,residential,244.0,6,117.0,23,1994,25.2,3757.8,3757.8,3757.8,2
33151,33151,2012,3.0,office,968.0,3,-7.0,3,1965,16.1,2927.23,2927.23,2927.23,1
33152,33152,2012,5.0,factory,287.0,8,203.0,5,1923,23.9,504.46,504.46,504.46,2
33153,33153,2008,1.0,residential,924.0,7,203.0,25,1931,8.3,26777.52,26777.52,26777.52,1
33154,33154,2006,3.0,office,623.0,2,172.0,8,1974,17.4,5775.75,5775.75,5775.75,3
33155,33155,2007,9.0,commercial,429.0,8,51.0,1,1963,20.4,538.74,538.74,538.74,3
33156,33156,2014,12.0,office,279.0,6,12.0,18,1945,9.1,5062.18,5062.18,5062.18,1
33157,33157,2011,9.0,commercial,776.0,7,117.0,3,2002,20.7,4407.74,4407.74,4407.74,1
33158,33158,2006,7.0,factory,987.0,5,203.0,2,1934,25.3,1105.13,1105.13,1105.13,3
33159,33159,2006,8.0,office,474.0,2,51.0,26,1992,25.1,9665.71,9665.71,9665.71,2
33160,33160,2007,6.0,factory,3888.0,8,172.0,1,1963,22.2,4123.22,4123.22,4123.22,1
33161,33161,2013,1.0,education,337.0,8,203.0,1,1940,7.9,594.69,594.69,594.69,1
33162,33162,2014,11.0,residential,313.0,3,-7.0,7,1978,13.3,115.53,115.53,115.53,2
33163,33163,2007,9.0,factory,953.0,2,-7.0,1,1982,19.0,584.95,584.95,584.95,2
33164,33164,2006,8.0,commercial,157.0,6,12.0,3,1921,23.5,490.59,490.59,490.59,2
33165,33165,2014,10.0,education,187.0,1,172.0,4,2002,18.2,1105.84,1105.84,1105.84,1
33166,33166,2007,7.0,commercial,184.0,4,-7.0,2,1926,25.7,666.46,666.46,666.46,1
33167,33167,2005,5.0,commercial,339.0,1,12.0,1,1926,18.9,355.31,355.31,355.31,2
33168,33168,2011,6.0,residential,390.0,7,55.0,15,1933,23.6,4876.71,4876.71,4876.71,3
33169,33169,2011,9.0,office,176.0,6,55.0,24,1972,22.0,3011.71,3011.71,3011.71,2
33170,33170,2012,2.0,office,123.0,5,12.0,23,1963,8.8,3748.31,3748.31,3748.31,1
33171,33171,2008,1.0,factory,1272.0,2,19.0,3,1922,8.5,4231.18,4231.18,4231.18,1
33172,33172,2013,7.0,commercial,624.0,6,55.0,6,1978,25.2,6751.18,6751.18,6751.18,1
33173,33173,2013,4.0,education,837.0,5,203.0,3,1934,19.2,2608.92,2608.92,2608.92,2
33174,33174,2006,10.0,education,453.0,5,55.0,2,1937,18.2,909.09,909.09,909.09,3
33175,33175,2006,6.0,education,222.0,4,117.0,2,1982,23.3,783.22,783.22,783.22,1
33176,33176,2005,7.0,education,525.0,8,117.0,1,1993,24.5,466.83,466.83,466.83,3
33177,33177,2005,8.0,commercial,635.0,2,12.0,5,2008,22.9,7666.74,7666.74,7666.74,1
33178,33178,2006,11.0,education,480.0,4,51.0,2,1951,13.2,1094.54,1094.54,1094.54,3
33179,33179,2012,9.0,office,1122.0,6,37.0,27,1958,22.5,24810.79,24810.79,24810.79,3
33180,33180,2006,6.0,office,1203.0,8,172.0,17,1963,25.1,17546.96,17546.96,17546.96,3
33181,33181,2005,5.0,office,976.0,3,19.0,26,2001,20.0,28136.91,28136.91,28136.91,1
33182,33182,2011,11.0,education,403.0,5,337.0,6,1954,10.9,2392.66,2392.66,2392.66,2
33183,33183,2006,11.0,commercial,448.0,1,-7.0,6,1987,14.8,4240.92,4240.92,4240.92,3
33184,33184,2005,5.0,residential,594.0,8,337.0,26,1994,23.5,7135.5,7135.5,7135.5,2
33185,33185,2008,8.0,commercial,1862.0,8,19.0,6,1945,23.4,9934.14,9934.14,9934.14,3
33186,33186,2012,12.0,education,299.0,6,37.0,5,1936,5.9,2026.64,2026.64,2026.64,3
33187,33187,2008,9.0,commercial,451.0,2,12.0,2,1981,22.2,1246.0,1246.0,1246.0,3
33188,33188,2013,10.0,residential,924.0,7,203.0,25,1931,15.8,26306.73,26306.73,26306.73,3
33189,33189,2006,5.0,factory,371.0,2,117.0,2,1945,25.3,685.61,685.61,685.61,1
33190,33190,2007,5.0,commercial,1554.0,4,37.0,1,1995,23.0,1348.87,1348.87,1348.87,2
33191,33191,2013,10.0,commercial,657.0,6,-7.0,1,1963,16.0,627.3,627.3,627.3,2
33192,33192,2008,1.0,education,493.0,2,51.0,2,1993,8.0,1772.82,1772.82,1772.82,3
33193,33193,2013,3.0,education,650.0,1,12.0,2,1999,17.6,1320.23,1320.23,1320.23,2
33194,33194,2006,8.0,commercial,813.0,3,12.0,4,1961,23.3,3515.67,3515.67,3515.67,3
33195,33195,2011,6.0,commercial,624.0,6,55.0,6,1978,25.4,2924.81,2924.81,2924.81,2
33196,33196,2005,5.0,commercial,551.0,1,203.0,3,1927,24.5,2591.9,2591.9,2591.9,1
33197,33197,2009,10.0,commercial,656.6619098651926,7,117.0,6,1928,16.1,1654.26,1654.26,1654.26,1
33198,33198,2006,2.0,commercial,813.0,3,12.0,4,1961,11.9,266.75,266.75,266.75,2
33199,33199,2011,8.0,factory,987.0,5,203.0,2,1934,22.8,1159.78,1159.78,1159.78,2
33200,33200,2005,2.0,office,956.0,2,51.0,13,2002,13.1,4851.541864684603,4851.541864684603,4851.541864684603,2
33201,33201,2012,12.0,commercial,1231.0,5,55.0,5,1935,5.9,9075.02,9075.02,9075.02,3
33202,33202,2009,11.0,education,429.0,5,37.0,5,1994,11.9,2623.42,2623.42,2623.42,1
33203,33203,2005,11.0,commercial,529.0,8,117.0,2,1938,11.5,1591.76,1591.76,1591.76,1
33204,33204,2010,10.0,commercial,2080.0,2,117.0,6,2006,17.6,14208.45,14208.45,14208.45,3
33205,33205,2008,8.0,commercial,163.0,1,12.0,21,1989,20.1,4140.46,4140.46,4140.46,1
33206,33206,2006,8.0,residential,648.0,8,172.0,29,1937,23.2,14511.18,14511.18,14511.18,3
33207,33207,2006,8.0,education,529.0,1,55.0,4,1974,19.8,3128.29,3128.29,3128.29,1
33208,33208,2012,10.0,factory,240.0,3,37.0,5,1957,14.9,52.73,52.73,52.73,2
33209,33209,2006,3.0,education,256.0,7,37.0,2,1946,16.4,746.67,746.67,746.67,3
33210,33210,2007,7.0,office,285.0,7,55.0,8,1932,23.1,1788.2,1788.2,1788.2,2
33211,33211,2014,8.0,education,488.0,6,172.0,4,2006,25.9,1379.67,1379.67,1379.67,2
33212,33212,2013,4.0,commercial,435.0,6,203.0,6,1925,19.6,2378.14,2378.14,2378.14,3
33213,33213,2007,5.0,residential,258.0,3,51.0,9,1962,23.3,1467.04,1467.04,1467.04,3
33214,33214,2012,2.0,education,656.6619098651926,5,117.0,5,2006,12.4,3365.79,3365.79,3365.79,3
33215,33215,2012,5.0,factory,268.0,8,37.0,2,1963,24.3,4851.541864684603,4851.541864684603,4851.541864684603,2
33216,33216,2006,10.0,office,1249.0,6,12.0,9,1940,16.6,9060.25,9060.25,9060.25,2
33217,33217,2006,7.0,residential,679.0,2,37.0,4,1987,23.9,2202.16,2202.16,2202.16,3
33218,33218,2013,10.0,education,650.0,1,12.0,2,1999,15.1,1167.89,1167.89,1167.89,2
33219,33219,2006,4.0,residential,1186.0,3,117.0,5,1999,20.4,312.69,312.69,312.69,2
33220,33220,2005,6.0,office,1249.0,6,12.0,9,1940,23.4,14478.41,14478.41,14478.41,1
33221,33221,2008,3.0,commercial,987.0,5,203.0,2,1934,18.2,1105.13,1105.13,1105.13,3
33222,33222,2008,8.0,education,299.0,6,37.0,5,1936,20.2,1469.29,1469.29,1469.29,3
33223,33223,2005,4.0,office,1210.0,1,117.0,7,2004,19.9,7167.17,7167.17,7167.17,3
33224,33224,2008,11.0,education,650.0,1,12.0,2,1999,13.1,1729.92,1729.92,1729.92,3
33225,33225,2008,8.0,residential,3228.0,3,-7.0,5,1944,24.1,16838.54,16838.54,16838.54,1
33226,33226,2011,9.0,commercial,357.0,7,337.0,6,1921,20.0,2458.87,2458.87,2458.87,2
33227,33227,2014,8.0,factory,3888.0,8,172.0,1,1963,24.1,1431.87,1431.87,1431.87,2
33228,33228,2009,6.0,factory,349.0,6,172.0,3,1958,26.7,486.86,486.86,486.86,2
33229,33229,2014,9.0,commercial,599.0,8,337.0,1,1948,20.3,806.33,806.33,806.33,1
33230,33230,2010,9.0,education,439.0,1,19.0,6,1989,20.3,3717.1,3717.1,3717.1,1
33231,33231,2007,10.0,commercial,388.0,4,37.0,3,1970,15.9,1010.35,1010.35,1010.35,2
33232,33232,2009,11.0,residential,679.0,2,37.0,4,1987,13.7,2932.02,2932.02,2932.02,3
33233,33233,2007,5.0,commercial,1231.0,5,55.0,5,1935,23.0,7904.2,7904.2,7904.2,1
33234,33234,2009,8.0,office,249.0,6,337.0,3,1940,24.0,878.47,878.47,878.47,1
33235,33235,2008,6.0,commercial,539.0,6,172.0,4,2009,22.9,4851.541864684603,4851.541864684603,4851.541864684603,2
33236,33236,2007,4.0,commercial,411.0,8,19.0,4,1987,21.4,2213.03,2213.03,2213.03,1
33237,33237,2014,12.0,residential,177.0,5,337.0,25,1947,5.3,4354.31,4354.31,4354.31,3
33238,33238,2011,8.0,education,647.0,7,51.0,6,1995,23.2,6000.02,6000.02,6000.02,1
33239,33239,2013,3.0,factory,407.0,4,-7.0,4,1979,16.3,1651.28,1651.28,1651.28,1
33240,33240,2011,6.0,factory,320.0,8,37.0,3,1990,24.2,273.2,273.2,273.2,2
33241,33241,2014,4.0,commercial,139.0,7,117.0,6,1928,21.8,1503.87,1503.87,1503.87,1
33242,33242,2005,9.0,office,1296.0,3,12.0,20,2008,22.0,1374.02,1374.02,1374.02,2
33243,33243,2011,9.0,commercial,657.0,6,-7.0,1,1963,22.3,753.32,753.32,753.32,3
33244,33244,2012,3.0,office,1210.0,1,117.0,7,2004,15.3,10435.04,10435.04,10435.04,1
33245,33245,2011,7.0,commercial,2080.0,2,117.0,6,2006,25.0,25830.6,25830.6,25830.6,1
33246,33246,2008,4.0,commercial,615.0,6,172.0,5,1998,16.9,3069.46,3069.46,3069.46,2
33247,33247,2012,3.0,education,585.0,8,12.0,3,1924,17.9,940.12,940.12,940.12,2
33248,33248,2006,8.0,education,453.0,5,55.0,2,1937,23.9,811.55,811.55,811.55,3
33249,33249,2012,1.0,factory,368.0,7,-7.0,1,1932,8.1,310.93,310.93,310.93,3
33250,33250,2011,10.0,education,388.0,4,172.0,2,1936,19.2,904.93,904.93,904.93,3
33251,33251,2007,5.0,factory,243.0,8,19.0,2,1983,22.2,350.47,350.47,350.47,1
33252,33252,2005,6.0,education,837.0,5,203.0,3,1934,21.5,2608.92,2608.92,2608.92,2
33253,33253,2011,6.0,office,439.0,8,117.0,9,1987,25.8,1851.91,1851.91,1851.91,2
33254,33254,2011,10.0,education,812.0,7,337.0,3,2008,16.3,3953.34,3953.34,3953.34,1
33255,33255,2014,12.0,office,1084.0,8,19.0,24,1924,7.9,29456.56,29456.56,29456.56,3
33256,33256,2006,4.0,commercial,854.0,4,337.0,1,1936,19.4,1757.53,1757.53,1757.53,1
33257,33257,2011,7.0,office,529.0,2,117.0,26,1989,23.8,10787.26,10787.26,10787.26,2
33258,33258,2014,7.0,residential,1024.0,6,203.0,23,1967,25.4,26114.46,26114.46,26114.46,1
33259,33259,2007,7.0,factory,320.0,8,37.0,3,1990,24.2,321.41,321.41,321.41,2
33260,33260,2011,10.0,education,608.0,1,203.0,6,1950,14.9,3856.2,3856.2,3856.2,3
33261,33261,2008,12.0,residential,648.0,8,172.0,29,1937,8.6,18609.27,18609.27,18609.27,3
33262,33262,2006,6.0,education,857.0,8,37.0,6,1966,23.5,3443.08,3443.08,3443.08,2
33263,33263,2007,10.0,residential,233.0,7,51.0,12,1949,16.2,3412.31,3412.31,3412.31,3
33264,33264,2012,2.0,factory,452.0,5,-7.0,2,1939,14.9,559.08,559.08,559.08,2
33265,33265,2010,12.0,commercial,1029.0,5,117.0,4,1956,10.3,7047.65,7047.65,7047.65,1
33266,33266,2006,4.0,commercial,476.0,7,37.0,4,2003,19.9,2280.69,2280.69,2280.69,2
33267,33267,2010,3.0,commercial,1003.0,4,-7.0,6,1994,16.7,9391.57,9391.57,9391.57,3
33268,33268,2012,10.0,factory,987.0,5,203.0,2,1934,15.0,1282.59,1282.59,1282.59,1
33269,33269,2013,5.0,factory,641.0,6,337.0,5,1963,23.0,1564.84,1564.84,1564.84,2
33270,33270,2014,5.0,factory,407.0,4,-7.0,4,1979,21.8,1100.0,1100.0,1100.0,3
33271,33271,2013,8.0,commercial,357.0,7,337.0,6,1921,23.7,3862.45,3862.45,3862.45,1
33272,33272,2007,7.0,residential,982.0,8,55.0,28,1959,20.7,9942.11,9942.11,9942.11,2
33273,33273,2010,8.0,commercial,579.0,7,337.0,1,1929,21.8,615.25,615.25,615.25,1
33274,33274,2006,4.0,commercial,139.0,7,117.0,6,1928,22.1,957.37,957.37,957.37,2
33275,33275,2006,2.0,education,312.0,1,-7.0,1,1941,12.2,255.92,255.92,255.92,2
33276,33276,2014,9.0,residential,1172.0,8,12.0,2,1997,19.5,2028.42,2028.42,2028.42,1
33277,33277,2011,2.0,residential,594.0,8,337.0,26,1994,11.3,19787.16,19787.16,19787.16,3
33278,33278,2008,9.0,commercial,230.0,6,203.0,4,1967,22.0,678.78,678.78,678.78,2
33279,33279,2005,12.0,education,1013.0,4,117.0,6,1977,8.8,5426.44,5426.44,5426.44,2
33280,33280,2006,3.0,factory,520.0,7,117.0,2,1964,17.0,1054.87,1054.87,1054.87,1
33281,33281,2014,12.0,commercial,488.0,2,55.0,5,1995,9.0,3787.66,3787.66,3787.66,1
33282,33282,2005,12.0,residential,177.0,5,337.0,25,1947,7.0,4261.91,4261.91,4261.91,1
33283,33283,2010,5.0,commercial,215.0,4,37.0,6,1981,24.6,1567.61,1567.61,1567.61,2
33284,33284,2008,9.0,commercial,524.0,6,117.0,3,1929,20.2,1544.96,1544.96,1544.96,3
33285,33285,2005,11.0,education,2447.0,8,19.0,6,1943,10.4,20926.43,20926.43,20926.43,1
33286,33286,2011,4.0,residential,405.0,2,203.0,19,1982,21.8,5431.67,5431.67,5431.67,2
33287,33287,2014,12.0,commercial,635.0,2,12.0,5,2008,8.8,3334.64,3334.64,3334.64,2
33288,33288,2012,4.0,residential,379.0,8,19.0,27,1941,20.1,10418.01,10418.01,10418.01,1
33289,33289,2006,4.0,commercial,184.0,4,-7.0,2,1926,22.0,636.17,636.17,636.17,1
33290,33290,2011,2.0,office,921.0,6,51.0,27,1979,8.8,17730.17,17730.17,17730.17,2
33291,33291,2009,3.0,residential,464.0,3,12.0,3,2001,19.4,80.39,80.39,80.39,2
33292,33292,2005,9.0,office,741.0,2,55.0,9,2004,21.9,5457.91,5457.91,5457.91,2
33293,33293,2013,8.0,commercial,1571.0,5,-7.0,6,1990,24.2,14122.26,14122.26,14122.26,1
33294,33294,2013,9.0,office,430.0,6,55.0,14,2001,21.2,4851.541864684603,4851.541864684603,4851.541864684603,2
33295,33295,2013,3.0,residential,293.0,8,172.0,28,1972,18.2,9187.56,9187.56,9187.56,1
33296,33296,2013,7.0,office,549.0,8,19.0,3,1972,24.3,2142.55,2142.55,2142.55,1
33297,33297,2010,12.0,office,249.0,6,337.0,3,1940,5.5,463.14,463.14,463.14,2
33298,33298,2005,7.0,commercial,1003.0,4,-7.0,6,1994,23.8,5484.81,5484.81,5484.81,2
33299,33299,2007,7.0,commercial,1128.0,6,172.0,1,2008,26.2,1768.7,1768.7,1768.7,1
33300,33300,2006,8.0,office,1218.0,5,172.0,23,1959,24.2,29979.46,29979.46,29979.46,1
33301,33301,2008,2.0,commercial,1265.0,7,117.0,3,1971,13.1,4166.99,4166.99,4166.99,2
33302,33302,2006,11.0,commercial,1260.0,6,55.0,4,1937,14.4,5255.23,5255.23,5255.23,3
33303,33303,2008,12.0,factory,819.0,3,37.0,6,2006,8.3,205.65,205.65,205.65,2
33304,33304,2014,7.0,education,388.0,4,172.0,2,1936,26.1,1259.35,1259.35,1259.35,1
33305,33305,2006,1.0,education,1919.0,3,37.0,6,1962,6.5,19281.91,19281.91,19281.91,3
33306,33306,2013,1.0,commercial,367.0,2,-7.0,6,1974,9.7,4401.75,4401.75,4401.75,3
33307,33307,2005,8.0,factory,641.0,6,337.0,5,1963,22.5,1874.92,1874.92,1874.92,3
33308,33308,2012,10.0,office,460.0,3,12.0,16,1981,17.2,6359.46,6359.46,6359.46,3
33309,33309,2013,9.0,commercial,378.0,3,117.0,5,1922,23.0,184.56,184.56,184.56,2
33310,33310,2009,7.0,education,1527.0,5,117.0,3,1983,25.5,5602.75,5602.75,5602.75,1
33311,33311,2014,6.0,residential,258.0,3,51.0,9,1962,21.7,2211.84,2211.84,2211.84,1
33312,33312,2011,1.0,education,480.0,4,51.0,2,1951,9.4,1384.05,1384.05,1384.05,3
33313,33313,2010,11.0,commercial,547.0,7,203.0,1,1979,14.8,1026.2,1026.2,1026.2,3
33314,33314,2009,8.0,commercial,334.0,8,37.0,4,2001,24.1,1001.94,1001.94,1001.94,2
33315,33315,2007,10.0,residential,686.0,3,172.0,18,1950,16.3,10545.63,10545.63,10545.63,3
33316,33316,2007,11.0,office,529.0,2,117.0,26,1989,9.0,10318.25,10318.25,10318.25,2
33317,33317,2013,12.0,education,425.0,5,-7.0,4,1932,9.2,1911.99,1911.99,1911.99,3
33318,33318,2013,3.0,commercial,239.0,7,117.0,6,1959,16.3,2715.08,2715.08,2715.08,1
33319,33319,2010,1.0,office,575.0,4,172.0,14,1940,9.4,4242.35,4242.35,4242.35,2
33320,33320,2011,11.0,education,581.0,7,337.0,5,1984,13.6,2361.24,2361.24,2361.24,2
33321,33321,2011,2.0,education,425.0,5,-7.0,4,1932,11.7,2287.08,2287.08,2287.08,1
33322,33322,2011,6.0,education,420.0,1,12.0,6,1925,24.3,1673.33,1673.33,1673.33,2
33323,33323,2011,6.0,residential,1068.0,1,12.0,11,1946,22.2,9896.52,9896.52,9896.52,3
33324,33324,2010,8.0,commercial,305.0,2,55.0,4,1997,22.8,1048.37,1048.37,1048.37,2
33325,33325,2014,9.0,residential,594.0,8,337.0,26,1994,18.8,6825.26,6825.26,6825.26,2
33326,33326,2006,8.0,commercial,290.0,2,-7.0,5,1981,20.1,2876.1,2876.1,2876.1,1
33327,33327,2006,5.0,commercial,372.0,6,55.0,3,1997,22.7,1924.88,1924.88,1924.88,1
33328,33328,2012,8.0,office,557.0,6,37.0,7,1925,24.1,2538.25,2538.25,2538.25,2
33329,33329,2014,9.0,factory,987.0,5,203.0,2,1934,19.6,1584.37,1584.37,1584.37,1
33330,33330,2007,5.0,commercial,476.0,7,37.0,4,2003,22.2,3604.96,3604.96,3604.96,1
33331,33331,2011,10.0,residential,1186.0,3,117.0,5,1999,16.6,372.26,372.26,372.26,2
33332,33332,2006,11.0,education,260.0,4,55.0,5,1979,16.0,2018.02,2018.02,2018.02,1
33333,33333,2006,9.0,office,657.0,5,203.0,24,1999,23.7,19284.89,19284.89,19284.89,1
33334,33334,2010,11.0,commercial,339.0,1,12.0,1,1926,13.5,324.41,324.41,324.41,2
33335,33335,2011,6.0,commercial,287.0,8,203.0,5,1923,23.0,432.39,432.39,432.39,2
33336,33336,2014,2.0,factory,323.0,5,117.0,3,1963,12.4,678.65,678.65,678.65,3
33337,33337,2011,3.0,factory,3888.0,8,172.0,1,1963,18.4,1236.62,1236.62,1236.62,2
33338,33338,2012,2.0,factory,2362.0,6,117.0,6,2007,14.3,6260.48,6260.48,6260.48,2
33339,33339,2014,10.0,office,956.0,2,51.0,13,2002,14.5,8475.9,8475.9,8475.9,2
33340,33340,2005,4.0,education,256.0,7,37.0,2,1946,21.3,791.35,791.35,791.35,1
33341,33341,2010,7.0,residential,924.0,7,203.0,25,1931,27.2,22297.28,22297.28,22297.28,3
33342,33342,2009,11.0,office,277.0,1,172.0,10,1928,15.1,3412.64,3412.64,3412.64,1
33343,33343,2006,6.0,commercial,599.0,8,337.0,1,1948,23.2,355.63,355.63,355.63,2
33344,33344,2011,11.0,residential,2730.0,1,-7.0,17,1973,11.1,49120.34,49120.34,49120.34,1
33345,33345,2012,7.0,residential,880.0,5,12.0,8,2000,23.9,4963.43,4963.43,4963.43,2
33346,33346,2006,6.0,residential,177.0,5,337.0,25,1947,25.2,4104.96,4104.96,4104.96,2
33347,33347,2008,3.0,education,812.0,7,337.0,3,2008,17.2,2605.3,2605.3,2605.3,2
33348,33348,2009,5.0,education,545.0,5,19.0,4,2002,24.2,2041.5,2041.5,2041.5,3
33349,33349,2007,7.0,commercial,635.0,2,12.0,5,2008,24.2,3241.74,3241.74,3241.74,3
33350,33350,2011,6.0,residential,405.0,2,203.0,19,1982,26.0,5644.98,5644.98,5644.98,3
33351,33351,2010,11.0,residential,880.0,5,12.0,8,2000,12.6,5224.67,5224.67,5224.67,2
33352,33352,2011,12.0,office,968.0,3,-7.0,3,1965,7.6,3275.33,3275.33,3275.33,3
33353,33353,2009,10.0,education,599.0,1,337.0,2,1946,17.3,935.88,935.88,935.88,2
33354,33354,2014,3.0,residential,591.0,5,-7.0,20,1964,14.1,9210.7,9210.7,9210.7,2
33355,33355,2012,1.0,commercial,122.0,6,117.0,1,1997,5.8,172.17,172.17,172.17,1
33356,33356,2011,7.0,residential,1186.0,3,117.0,5,1999,23.3,3746.57,3746.57,3746.57,3
33357,33357,2013,5.0,residential,291.0,6,51.0,13,1994,20.5,3054.02,3054.02,3054.02,3
33358,33358,2011,6.0,education,1527.0,5,117.0,3,1983,23.7,5212.94,5212.94,5212.94,2
33359,33359,2005,12.0,commercial,1707.0,4,172.0,6,2006,8.7,17315.76,17315.76,17315.76,3
33360,33360,2006,1.0,factory,218.0,4,37.0,6,1990,7.9,1150.69,1150.69,1150.69,3
33361,33361,2009,4.0,education,1013.0,4,117.0,6,1977,19.7,5200.34,5200.34,5200.34,2
33362,33362,2008,6.0,commercial,547.0,7,203.0,1,1979,21.6,887.72,887.72,887.72,1
33363,33363,2014,7.0,commercial,585.0,8,12.0,3,1924,25.9,1222.15,1222.15,1222.15,2
33364,33364,2013,12.0,commercial,360.0,3,12.0,3,1948,8.8,1752.71,1752.71,1752.71,1
33365,33365,2008,2.0,education,529.0,1,55.0,4,1974,14.6,1900.97,1900.97,1900.97,2
33366,33366,2007,10.0,commercial,547.0,6,37.0,5,1992,17.1,2611.38,2611.38,2611.38,2
33367,33367,2014,12.0,residential,405.0,2,203.0,19,1982,8.9,9169.82,9169.82,9169.82,3
33368,33368,2006,7.0,commercial,635.0,2,12.0,5,2008,23.9,3183.06,3183.06,3183.06,2
33369,33369,2008,7.0,commercial,1003.0,4,-7.0,6,1994,23.6,5223.62,5223.62,5223.62,2
33370,33370,2009,1.0,education,473.0,2,337.0,5,1995,8.6,1838.74,1838.74,1838.74,2
33371,33371,2010,9.0,commercial,290.0,2,-7.0,5,1981,21.1,1828.83,1828.83,1828.83,3
33372,33372,2012,8.0,factory,1005.0,4,172.0,6,1953,20.0,5584.38,5584.38,5584.38,1
33373,33373,2013,8.0,factory,342.0,4,172.0,2,1984,22.7,633.45,633.45,633.45,1
33374,33374,2006,8.0,commercial,941.0,3,117.0,4,1954,23.5,279.34,279.34,279.34,2
33375,33375,2009,4.0,commercial,203.0,6,117.0,4,1953,19.4,784.33,784.33,784.33,3
33376,33376,2009,1.0,commercial,317.0,6,12.0,23,1945,9.0,9520.77,9520.77,9520.77,3
33377,33377,2005,10.0,residential,177.0,5,337.0,25,1947,16.7,3940.76,3940.76,3940.76,2
33378,33378,2010,6.0,factory,218.0,4,37.0,6,1990,24.8,1211.34,1211.34,1211.34,1
33379,33379,2007,10.0,residential,982.0,8,55.0,28,1959,15.7,13808.49,13808.49,13808.49,2
